,title,source,Category,author,url,published
84,Sarah Huckabee Sanders got a little salty over her incorrect photo details,YahooNews,News,None,https://www.yahoo.com/news/sarah-huckabee-sanders-got-little-153129138.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=15, tm_min=31, tm_sec=29, tm_wday=0, tm_yday=106, tm_isdst=0)"
85,Rape-killing of seven-year-old heightens Indian outrage,YahooNews,News,None,https://www.yahoo.com/news/rape-killing-seven-old-heightens-indian-outrage-090658768.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=9, tm_min=6, tm_sec=58, tm_wday=1, tm_yday=107, tm_isdst=0)"
86,"Listen to how Tammie Jo Shults, hero pilot of Southwest 1380, kept calm and saved her passengers",YahooNews,News,None,https://www.yahoo.com/news/listen-tammie-jo-shults-hero-103500000.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=10, tm_min=35, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
87,This Trend In Dating Is The &apos;Worst Decision Any Single Can Make&apos;,YahooNews,News,None,https://www.yahoo.com/news/trend-dating-apos-worst-decision-130157322.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=13, tm_min=1, tm_sec=57, tm_wday=1, tm_yday=107, tm_isdst=0)"
88,Did China Just &apos;Activate&apos; Its Latest Carrier-Killer (or Guam Express) Missile?,YahooNews,News,None,https://www.yahoo.com/news/did-china-just-apos-activate-141900609.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=14, tm_min=19, tm_sec=0, tm_wday=1, tm_yday=107, tm_isdst=0)"
89,Power to the party: Why political reforms can be bad for democracy,YahooNews,News,None,https://www.yahoo.com/news/power-party-political-reforms-can-bad-democracy-090049295.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=9, tm_min=0, tm_sec=49, tm_wday=1, tm_yday=107, tm_isdst=0)"
90,"Potential jurors needed for El Chapo trial. Maybe 1,000",YahooNews,News,None,https://www.yahoo.com/news/potential-jurors-needed-el-chapo-trial-maybe-1-172245339.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=17, tm_min=22, tm_sec=45, tm_wday=1, tm_yday=107, tm_isdst=0)"
91,Pilot of Southwest flight with blown engine was Navy fighter,YahooNews,News,None,https://www.yahoo.com/news/pilot-southwest-flight-blown-engine-041309000.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=4, tm_min=19, tm_sec=15, tm_wday=2, tm_yday=108, tm_isdst=0)"
92,"More Than 2,000 People Celebrated Pride In Mike Pence&apos;s Hometown",YahooNews,News,None,https://www.yahoo.com/news/more-2-000-people-celebrated-184034684.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=18, tm_min=40, tm_sec=34, tm_wday=0, tm_yday=106, tm_isdst=0)"
93,UPDATE: Washington Detective Given 5 Day Suspension for Drawing Gun on Biker,YahooNews,News,None,https://www.yahoo.com/news/washington-detective-learn-verdict-gun-184252509.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=18, tm_min=42, tm_sec=52, tm_wday=0, tm_yday=106, tm_isdst=0)"
94,France says Syria attack evidence 'highly likely' to 'disappear',YahooNews,News,None,https://www.yahoo.com/news/france-says-syria-attack-evidence-highly-likely-disappear-000834458.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=0, tm_min=8, tm_sec=34, tm_wday=1, tm_yday=107, tm_isdst=0)"
95,Is the F-35 Now the Ultimate Drone Killer?,YahooNews,News,None,https://www.yahoo.com/news/f-35-now-ultimate-drone-133000563.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=13, tm_min=30, tm_sec=0, tm_wday=1, tm_yday=107, tm_isdst=0)"
96,Scientists Accidentally Create A Plastic-Eating Enzyme,YahooNews,News,None,https://www.yahoo.com/news/scientists-accidentally-create-plastic-eating-145041861.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=14, tm_min=50, tm_sec=41, tm_wday=1, tm_yday=107, tm_isdst=0)"
97,Republicans Are Scrambling To Save An Arizona House Seat In GOP Territory,YahooNews,News,None,https://www.yahoo.com/news/republicans-scrambling-save-arizona-house-023910417.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=2, tm_min=39, tm_sec=10, tm_wday=1, tm_yday=107, tm_isdst=0)"
98,U.S. strike on China's ZTE another blow for Qualcomm,YahooNews,News,None,https://www.yahoo.com/news/u-strike-chinas-zte-another-blow-qualcomm-081535681--finance.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=8, tm_min=15, tm_sec=35, tm_wday=1, tm_yday=107, tm_isdst=0)"
99,US gains key witness in drug case against Colombian rebel,YahooNews,News,None,https://www.yahoo.com/news/us-flips-key-witness-drug-case-against-colombian-164246489.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=18, tm_min=51, tm_sec=52, tm_wday=1, tm_yday=107, tm_isdst=0)"
100,Assad supporters rally in Damascus after Western strikes,YahooNews,News,None,https://www.yahoo.com/news/assad-supporters-rally-damascus-western-strikes-152546811.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=15, tm_min=25, tm_sec=46, tm_wday=0, tm_yday=106, tm_isdst=0)"
101,"Canada Dog &apos;Arrested&apos; For Chasing Deer, Ends Up Behind Bars",YahooNews,News,None,https://www.yahoo.com/news/canada-dog-apos-arrested-apos-195516345.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=19, tm_min=55, tm_sec=16, tm_wday=0, tm_yday=106, tm_isdst=0)"
102,Why You Might Have to Pay a Tax Penalty,YahooNews,News,None,https://www.yahoo.com/news/why-might-pay-tax-penalty-203929623.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=20, tm_min=39, tm_sec=29, tm_wday=0, tm_yday=106, tm_isdst=0)"
103,Trump Campaign Pays Lawyer Whos Trying To Make Stormy Daniels Shut Up,YahooNews,News,None,https://www.yahoo.com/news/trump-campaign-pays-lawyer-trying-195129335.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=19, tm_min=51, tm_sec=29, tm_wday=0, tm_yday=106, tm_isdst=0)"
104,Merkel's tougher Russia stance meets resistance in Germany,YahooNews,News,None,https://www.yahoo.com/news/merkels-tougher-russia-stance-meets-resistance-germany-141153487--sector.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=15, tm_min=55, tm_sec=47, tm_wday=0, tm_yday=106, tm_isdst=0)"
105,Lawyer: El Chapo's mental health is deteriorating,YahooNews,News,None,https://www.yahoo.com/news/lawyer-el-chapos-mental-health-deteriorating-161434975.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=19, tm_min=32, tm_sec=27, tm_wday=1, tm_yday=107, tm_isdst=0)"
106,Some Tesla Model 3 cars haunted by &quot;phantom touch&quot; and &quot;vampire draw&quot; (updated),YahooNews,News,None,https://www.yahoo.com/news/tesla-model-3-cars-haunted-phantom-touch-vampire-154000849.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=15, tm_min=40, tm_sec=0, tm_wday=0, tm_yday=106, tm_isdst=0)"
107,Are AI fairytales the future?,BBCTech,Technologie,None,http://www.bbc.co.uk/news/technology-43808772,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=3, tm_sec=34, tm_wday=2, tm_yday=108, tm_isdst=0)"
108,Wish.com: Penis advert appeared in video game apps,BBCTech,Technologie,None,http://www.bbc.co.uk/news/technology-43804495,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=23, tm_min=2, tm_sec=50, tm_wday=1, tm_yday=107, tm_isdst=0)"
109,NHS ransomware attack response criticised,BBCTech,Technologie,None,http://www.bbc.co.uk/news/health-43795001,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=22, tm_min=53, tm_sec=25, tm_wday=1, tm_yday=107, tm_isdst=0)"
110,Russia's Telegram block hits web users,BBCTech,Technologie,None,http://www.bbc.co.uk/news/technology-43797176,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=13, tm_min=44, tm_sec=28, tm_wday=1, tm_yday=107, tm_isdst=0)"
111,School warns over Roblox and Fortnite online games,BBCTech,Technologie,None,http://www.bbc.co.uk/news/uk-northern-ireland-43804324,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=7, tm_min=58, tm_sec=19, tm_wday=2, tm_yday=108, tm_isdst=0)"
112,Facebook facial recognition faces class-action suit,BBCTech,Technologie,None,http://www.bbc.co.uk/news/technology-43792125,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=3, tm_min=32, tm_sec=50, tm_wday=1, tm_yday=107, tm_isdst=0)"
113,'Lazy hackers' turn to automated attack tools,BBCTech,Technologie,None,http://www.bbc.co.uk/news/technology-43788337,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=10, tm_min=23, tm_sec=38, tm_wday=1, tm_yday=107, tm_isdst=0)"
114,"Brexit: 'Rife misuse' of data by Leave.EU, MPs told",BBCTech,Technologie,None,http://www.bbc.co.uk/news/uk-politics-43793546,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=14, tm_min=40, tm_sec=35, tm_wday=1, tm_yday=107, tm_isdst=0)"
115,China's ZTE 'poses risk to UK security',BBCTech,Technologie,None,http://www.bbc.co.uk/news/technology-43784990,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=15, tm_min=2, tm_sec=49, tm_wday=0, tm_yday=106, tm_isdst=0)"
116,Netflix overseas sales set to overtake US,BBCTech,Technologie,None,http://www.bbc.co.uk/news/business-43792234,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=7, tm_min=52, tm_sec=46, tm_wday=1, tm_yday=107, tm_isdst=0)"
117,Russia accused of global net hack attacks,BBCTech,Technologie,None,http://www.bbc.co.uk/news/technology-43788338,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=16, tm_min=58, tm_sec=24, tm_wday=0, tm_yday=106, tm_isdst=0)"
118,Facebook expels alt-right figurehead,BBCTech,Technologie,None,http://www.bbc.co.uk/news/technology-43784982,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=12, tm_min=53, tm_sec=39, tm_wday=0, tm_yday=106, tm_isdst=0)"
119,Artificial intelligence must be 'for common good',BBCTech,Technologie,None,http://www.bbc.co.uk/news/uk-43778578,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=15, tm_hour=23, tm_min=32, tm_sec=46, tm_wday=6, tm_yday=105, tm_isdst=0)"
120,Wetherspoon pub chain shuts its social media accounts,BBCTech,Technologie,None,http://www.bbc.co.uk/news/business-43781281,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=11, tm_min=21, tm_sec=30, tm_wday=0, tm_yday=106, tm_isdst=0)"
121,What Remains of Edith Finch wins Bafta's top games award,BBCTech,Technologie,None,http://www.bbc.co.uk/news/technology-43744690,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=12, tm_hour=20, tm_min=10, tm_sec=14, tm_wday=3, tm_yday=102, tm_isdst=0)"
122,YouTube star prompts conversation about social anxiety,BBCTech,Technologie,None,http://www.bbc.co.uk/news/blogs-trending-43725406,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=11, tm_hour=12, tm_min=46, tm_sec=22, tm_wday=2, tm_yday=101, tm_isdst=0)"
123,Life of a meme,BBCTech,Technologie,None,http://www.bbc.co.uk/news/blogs-trending-43794067,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=12, tm_min=45, tm_sec=18, tm_wday=1, tm_yday=107, tm_isdst=0)"
124,Ninjas and nanobots,BBCTech,Technologie,None,http://www.bbc.co.uk/news/business-43781851,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=23, tm_min=33, tm_sec=51, tm_wday=0, tm_yday=106, tm_isdst=0)"
125,First timer,BBCTech,Technologie,None,http://www.bbc.co.uk/news/newsbeat-43753378,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=13, tm_hour=15, tm_min=19, tm_sec=0, tm_wday=4, tm_yday=103, tm_isdst=0)"
126,Coffee trends,BBCTech,Technologie,None,http://www.bbc.co.uk/news/business-43742686,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=13, tm_hour=20, tm_min=48, tm_sec=59, tm_wday=4, tm_yday=103, tm_isdst=0)"
127,Bug hunters,BBCTech,Technologie,None,http://www.bbc.co.uk/news/technology-43581624,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=12, tm_hour=23, tm_min=0, tm_sec=25, tm_wday=3, tm_yday=102, tm_isdst=0)"
128,'600 apps had my data',BBCTech,Technologie,None,http://www.bbc.co.uk/news/business-43697133,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=9, tm_hour=23, tm_min=5, tm_sec=9, tm_wday=0, tm_yday=99, tm_isdst=0)"
129,Bullring owner Hammerson pulls back from Intu takeover,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43807491,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=9, tm_min=24, tm_sec=45, tm_wday=2, tm_yday=108, tm_isdst=0)"
130,IMF issues warning on global debt,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43809872,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=31, tm_sec=18, tm_wday=2, tm_yday=108, tm_isdst=0)"
131,De La Rue abandons passport appeal,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43807190,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=8, tm_min=22, tm_sec=45, tm_wday=2, tm_yday=108, tm_isdst=0)"
132,Costa Coffee vows 'cup recycling revolution',BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43801491,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=8, tm_min=3, tm_sec=11, tm_wday=2, tm_yday=108, tm_isdst=0)"
133,China imposes anti-dumping deposits on US sorghum,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43805549,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=5, tm_min=50, tm_sec=38, tm_wday=2, tm_yday=108, tm_isdst=0)"
134,"Starbucks to shut over 8,000 US cafes for race training",BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43803756,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=8, tm_min=41, tm_sec=37, tm_wday=2, tm_yday=108, tm_isdst=0)"
135,Lloyds Banking Group to close 49 branches,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43802021,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=19, tm_min=59, tm_sec=21, tm_wday=1, tm_yday=107, tm_isdst=0)"
136,More heavy losses for Johnston Press,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/uk-scotland-scotland-business-43803859,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=21, tm_min=33, tm_sec=21, tm_wday=1, tm_yday=107, tm_isdst=0)"
137,Matthew Mellon: US billionaire dies in Mexico,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/world-us-canada-43800610,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=16, tm_min=8, tm_sec=56, tm_wday=1, tm_yday=107, tm_isdst=0)"
138,Distraction tactics,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43784091,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=23, tm_min=5, tm_sec=31, tm_wday=1, tm_yday=107, tm_isdst=0)"
139,Tentative steps,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43632634,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=15, tm_hour=23, tm_min=20, tm_sec=49, tm_wday=6, tm_yday=105, tm_isdst=0)"
140,Braking news,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43752226,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=14, tm_hour=23, tm_min=50, tm_sec=15, tm_wday=5, tm_yday=104, tm_isdst=0)"
141,Roadblock ahead?,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43627343,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=11, tm_hour=23, tm_min=4, tm_sec=28, tm_wday=2, tm_yday=101, tm_isdst=0)"
142,Safe home,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43698073,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=10, tm_hour=23, tm_min=15, tm_sec=32, tm_wday=1, tm_yday=100, tm_isdst=0)"
143,Smoothie operator,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43542605,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=8, tm_hour=23, tm_min=0, tm_sec=21, tm_wday=6, tm_yday=98, tm_isdst=0)"
144,Gender pay gap,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43668187,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=7, tm_hour=21, tm_min=26, tm_sec=24, tm_wday=5, tm_yday=97, tm_isdst=0)"
145,Cleaning up,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43661190,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=6, tm_hour=21, tm_min=24, tm_sec=46, tm_wday=4, tm_yday=96, tm_isdst=0)"
146,Holding out,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43645676,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=6, tm_hour=11, tm_min=3, tm_sec=55, tm_wday=4, tm_yday=96, tm_isdst=0)"
147,Flying whales,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43641665,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=6, tm_hour=11, tm_min=14, tm_sec=30, tm_wday=4, tm_yday=96, tm_isdst=0)"
148,What next for Trump trade?,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43635623,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=4, tm_hour=23, tm_min=8, tm_sec=12, tm_wday=2, tm_yday=94, tm_isdst=0)"
149,Better or worse off?,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43582249,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=31, tm_hour=0, tm_min=20, tm_sec=32, tm_wday=5, tm_yday=90, tm_isdst=0)"
150,Working too hard?,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43485981,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=3, tm_hour=23, tm_min=14, tm_sec=48, tm_wday=1, tm_yday=93, tm_isdst=0)"
151,Specs appeal,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43582189,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=3, tm_hour=23, tm_min=16, tm_sec=22, tm_wday=1, tm_yday=93, tm_isdst=0)"
152,Retail warning,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43632000,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=3, tm_hour=16, tm_min=30, tm_sec=35, tm_wday=1, tm_yday=93, tm_isdst=0)"
153,Giants of the seas,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43576226,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=2, tm_hour=23, tm_min=8, tm_sec=16, tm_wday=0, tm_yday=92, tm_isdst=0)"
154,Shake it up,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43582360,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=1, tm_hour=0, tm_min=30, tm_sec=37, tm_wday=6, tm_yday=91, tm_isdst=0)"
155,Where on earth...?,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43544007,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=30, tm_hour=0, tm_min=7, tm_sec=5, tm_wday=4, tm_yday=89, tm_isdst=0)"
156,Dedicated students,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43555596,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=28, tm_hour=9, tm_min=20, tm_sec=31, tm_wday=2, tm_yday=87, tm_isdst=0)"
157,How the British drink,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43492043,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=27, tm_hour=0, tm_min=56, tm_sec=25, tm_wday=1, tm_yday=86, tm_isdst=0)"
158,Pea pushers,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43535742,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=27, tm_hour=22, tm_min=56, tm_sec=33, tm_wday=1, tm_yday=86, tm_isdst=0)"
159,'Artpreneurs' are go!,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43499698,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=26, tm_hour=23, tm_min=2, tm_sec=30, tm_wday=0, tm_yday=85, tm_isdst=0)"
160,Not a shaggy dog story,BBCBuisness,Buisness,None,http://www.bbc.co.uk/news/business-43459149,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=25, tm_hour=23, tm_min=18, tm_sec=5, tm_wday=6, tm_yday=84, tm_isdst=0)"
161,"Parenting of the future: Many embryos, each with DNA profile",APScience,Science,By MALCOLM RITTER,http://hosted.ap.org/dynamic/stories/U/US_SCI_GENETIC_FRONTIERS_CHOOSING_YOUR_BABY?SITE=OHLIM&SECTION=HOME&TEMPLATE=DEFAULT,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=28, tm_sec=46, tm_wday=2, tm_yday=108, tm_isdst=0)"
162,Study: Diamond from the sky may have come from 'lost planet',APScience,Science,By FRANK JORDANS,http://hosted.ap.org/dynamic/stories/E/EU_LOST_PLANET?SITE=OHLIM&SECTION=HOME&TEMPLATE=DEFAULT,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=16, tm_min=35, tm_sec=4, tm_wday=1, tm_yday=107, tm_isdst=0)"
163,Bat key to tequila trade gets off US endangered species list,APScience,Science,By SUSAN MONTOYA BRYAN,http://hosted.ap.org/dynamic/stories/U/US_ENDANGERED_BAT?SITE=OHLIM&SECTION=HOME&TEMPLATE=DEFAULT,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=18, tm_min=32, tm_sec=47, tm_wday=1, tm_yday=107, tm_isdst=0)"
164,Tracking the river: Mississippi model may help save coast,APScience,Science,By REBECCA SANTANA,http://hosted.ap.org/dynamic/stories/U/US_FAKE_RIVER?SITE=OHLIM&SECTION=HOME&TEMPLATE=DEFAULT,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=19, tm_min=37, tm_sec=6, tm_wday=1, tm_yday=107, tm_isdst=0)"
165,Trump administration defends Obama's Atlantic monument,APScience,Science,,http://hosted.ap.org/dynamic/stories/A/APFN_US_TRUMP_NATIONAL_MONUMENTS_ATLANTIC?SITE=OHLIM&SECTION=HOME&TEMPLATE=DEFAULT,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=0, tm_min=51, tm_sec=33, tm_wday=2, tm_yday=108, tm_isdst=0)"
166,"Global warming is mixing up nature's dinner time, study says",APScience,Science,By SETH BORENSTEIN,http://hosted.ap.org/dynamic/stories/U/US_SCI_MISMATCHED_NATURE?SITE=OHLIM&SECTION=HOME&TEMPLATE=DEFAULT,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=19, tm_min=17, tm_sec=31, tm_wday=0, tm_yday=106, tm_isdst=0)"
167,Senator wants info on EPA chief's multiple email accounts,APScience,Science,By MICHAEL BIESECKER,http://hosted.ap.org/dynamic/stories/U/US_TRUMP_EPA?SITE=OHLIM&SECTION=HOME&TEMPLATE=DEFAULT,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=20, tm_min=4, tm_sec=21, tm_wday=1, tm_yday=107, tm_isdst=0)"
168,'I Love the Club': Star Man Claims Fondness for Stoke But Admits He Wants to Play at a Higher Level,SportIllustrated,Sports,90Min,https://www.si.com/soccer/2018/04/18/i-love-club-star-man-claims-fondness-stoke-admits-he-wants-play-higher-level,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=12, tm_min=50, tm_sec=50, tm_wday=2, tm_yday=108, tm_isdst=0)"
169,"MLS Tiers, Week 7: Atlanta, NYCFC Cement Themselves Among League's Elite",SportIllustrated,Sports,Brian Straus,https://www.si.com/soccer/2018/04/18/mls-tiers-rankings-atlanta-united-nycfc-toronto-fc,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=12, tm_min=50, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
170,Draft Needs: Finding the Right Fits for New Defensive Coordinators,SportIllustrated,Sports,Andy Benoit,https://www.si.com/nfl/2018/04/18/nfl-draft-needs-defense-raiders-colts-packers-lions-seahawks-dez-bryant-free-agency,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=12, tm_min=46, tm_sec=17, tm_wday=2, tm_yday=108, tm_isdst=0)"
171,Wednesdays Hot Clicks: Celtics Fan Collides With Jayson Tatum Without Spilling His Beer,SportIllustrated,Sports,Dan Gartland,https://www.si.com/extra-mustard/2018/04/18/wednesday-hot-clicks-celtics-bucks-fan-beer-video,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=56, tm_sec=5, tm_wday=2, tm_yday=108, tm_isdst=0)"
172,Report Claims Man Utd Will Back Jose Mourinho in Summer Clearout As Board Value Results Over Style,SportIllustrated,Sports,90Min,https://www.si.com/soccer/2018/04/18/report-claims-man-utd-will-back-jose-mourinho-summer-clearout-board-value-results-over-style,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=50, tm_sec=50, tm_wday=2, tm_yday=108, tm_isdst=0)"
173,The Peaks and Valleys of LeBron James in Cleveland,SportIllustrated,Sports,Andrew Sharp,https://www.si.com/nba/2018/04/18/lebron-james-cavaliers-peaks-valleys-nba-playoffs-pacers,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=45, tm_sec=34, tm_wday=2, tm_yday=108, tm_isdst=0)"
174,How Teams Interview Top Quarterback Prospects,SportIllustrated,Sports,Conor Orr,https://www.si.com/nfl/2018/04/18/nfl-draft-quarterback-qb-prospect-team-interviews-bradley-chubb-saquon-barkley,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=43, tm_sec=45, tm_wday=2, tm_yday=108, tm_isdst=0)"
175,"The woman was partially sucked out of the plane after engine failure, witnesses say",ABCNews,News,None,http://abcnews.go.com/US/plane-makes-emergency-landing-philadelphia/story?id=54530003,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=7, tm_min=8, tm_sec=49, tm_wday=2, tm_yday=108, tm_isdst=0)"
176,Southwest passenger 'did what any registered nurse would do' in attempt to save woman,ABCNews,News,None,http://abcnews.go.com/US/retired-nurse-save-woman-died-southwest-flight/story?id=54549800,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=34, tm_sec=26, tm_wday=2, tm_yday=108, tm_isdst=0)"
