,title,source,Category,author,url,published
177,Female trucker explains how she protects herself on the road: COLUMN,ABCNews,News,None,http://abcnews.go.com/US/female-trucker-explains-protects-road-column/story?id=54288682,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=32, tm_sec=54, tm_wday=2, tm_yday=108, tm_isdst=0)"
178,"Woman on the run after allegedly killing husband, doppelganger in crime spree",ABCNews,News,None,http://abcnews.go.com/US/woman-run-allegedly-killing-husband-doppelganger-multi-state/story?id=54524088,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=19, tm_min=23, tm_sec=57, tm_wday=1, tm_yday=107, tm_isdst=0)"
179,South Carolina's prisons among the deadliest in the US,ABCNews,News,None,http://abcnews.go.com/US/wireStory/inmate-bodies-stacked-macabre-woodpile-prison-riot-54518688,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=22, tm_min=47, tm_sec=19, tm_wday=1, tm_yday=107, tm_isdst=0)"
180,Starbucks' Howard Schultz breaks silence after arrest of 2 black men,CBS,News,None,http://www.cbsnews.com/news/starbucks-executive-chairman-howard-schultz-racial-bias/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=41, tm_sec=48, tm_wday=2, tm_yday=108, tm_isdst=0)"
181,"Barbara and George H.W. Bush: 73 years of love, loyalty and letters",CBS,News,None,http://www.cbsnews.com/news/barbara-bush-george-hw-bush-epic-love-story/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=10, tm_min=53, tm_sec=9, tm_wday=2, tm_yday=108, tm_isdst=0)"
182,Passengers pulled woman partially sucked out of window back into jet,CBS,News,None,http://www.cbsnews.com/news/southwest-passengers-tried-to-pull-woman-partially-sucked-out-of-window-back-into-plane/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=10, tm_min=4, tm_sec=19, tm_wday=2, tm_yday=108, tm_isdst=0)"
183,"""She has nerves of steel"": Who is pilot who landed jet with blown engine?",CBS,News,None,http://www.cbsnews.com/news/southwest-flight-emergency-landing-pilot-tammie-jo-shults/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=54, tm_sec=16, tm_wday=2, tm_yday=108, tm_isdst=0)"
184,Syria chemical weapons probe stalled after U.N. team shot at,CBS,News,None,http://www.cbsnews.com/news/syria-gas-attack-inspectors-opcw-douma-un-bashar-assad-russia/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=8, tm_min=53, tm_sec=44, tm_wday=2, tm_yday=108, tm_isdst=0)"
185,"Comey: Trump tweets about me like I'm ""the breakup he can't get over""",CBS,News,None,http://www.cbsnews.com/news/james-comey-stephen-colbert-live-updates-today-2018-04-17/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=0, tm_min=46, tm_sec=54, tm_wday=2, tm_yday=108, tm_isdst=0)"
186,"Trump appears to change tune on TPP, again",CBS,News,None,http://www.cbsnews.com/news/trump-appears-to-change-tune-on-tpp-again/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=59, tm_sec=14, tm_wday=2, tm_yday=108, tm_isdst=0)"
187,"Presidents, political leaders pay tribute to Barbara Bush",CBS,News,None,http://www.cbsnews.com/news/barbara-bush-remembered-presidents-political-leaders-pay-tribute/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=1, tm_min=11, tm_sec=43, tm_wday=2, tm_yday=108, tm_isdst=0)"
188,The math for Pompeo's confirmation to be secretary of state,CBS,News,None,http://www.cbsnews.com/news/the-math-for-mike-pompeos-confirmation-to-be-secretary-of-state/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=29, tm_sec=50, tm_wday=2, tm_yday=108, tm_isdst=0)"
189,"Nikki Haley responds to White House claims: ""I don't get confused""",CBS,News,None,http://www.cbsnews.com/news/with-all-due-respect-i-dont-get-confused-nikki-haley-says-of-russia-sanctions/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=22, tm_min=25, tm_sec=30, tm_wday=1, tm_yday=107, tm_isdst=0)"
190,"Carl Kasell, iconic NPR newscaster, dies at 84",CBS,News,None,http://www.cbsnews.com/news/carl-kasell-iconic-npr-newscaster-dies-at-84/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=10, tm_min=55, tm_sec=15, tm_wday=2, tm_yday=108, tm_isdst=0)"
191,Tesla shares hit reverse amid missed Model 3 targets,CBS,News,None,http://www.cbsnews.com/news/tesla-shares-fall-amid-missed-model-3-production-targets/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=21, tm_min=45, tm_sec=58, tm_wday=1, tm_yday=107, tm_isdst=0)"
192,District DeVos linked to grizzlies opts to allow armed teachers,CBS,News,None,http://www.cbsnews.com/news/district-besty-devos-linked-to-grizzlies-opts-to-allow-armed-teachers-cody-wyoming/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=8, tm_min=57, tm_sec=29, tm_wday=2, tm_yday=108, tm_isdst=0)"
193,Facebook rolls out changes to comply with new EU privacy law,CBS,News,None,http://www.cbsnews.com/news/facebook-privacy-gdpr-changes/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=5, tm_min=35, tm_sec=32, tm_wday=2, tm_yday=108, tm_isdst=0)"
194,"Missouri Gov. Eric Greitens: ""I will not be resigning""",CBS,News,None,http://www.cbsnews.com/news/eric-greitens-missouri-governor-refuses-to-resign/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=7, tm_min=29, tm_sec=2, tm_wday=2, tm_yday=108, tm_isdst=0)"
195,A new woe for a pricey housing market: Higher mortgage rates,CBS,News,None,http://www.cbsnews.com/news/a-new-woe-for-a-pricey-housing-market-higher-mortgage-rates/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=12, tm_min=18, tm_sec=56, tm_wday=2, tm_yday=108, tm_isdst=0)"
196,Hundreds evacuated in Hawaii after historic rainfall,CBS,News,None,http://www.cbsnews.com/news/hawaii-kauai-hanalei-bay-historic-rainfall-today-2018-04-17/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=21, tm_min=7, tm_sec=6, tm_wday=1, tm_yday=107, tm_isdst=0)"
197,Report: Sean Hannity used two other Trump-connected lawyers,CBS,News,None,http://www.cbsnews.com/news/report-sean-hannity-used-two-other-trump-connected-lawyers/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=22, tm_min=39, tm_sec=31, tm_wday=1, tm_yday=107, tm_isdst=0)"
198,Full-time nurse finishes second in Boston marathon,CBS,News,None,http://www.cbsnews.com/news/sarah-sellers-boston-marathon-full-time-nurse-finishes-second/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=21, tm_min=0, tm_sec=53, tm_wday=1, tm_yday=107, tm_isdst=0)"
199,Prosecutor: Lawyer who killed his wife coveted her money,CBS,News,None,http://www.cbsnews.com/news/tex-mciver-case-prosecutor-says-lawyer-who-killed-his-wife-coveted-her-money/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=21, tm_min=52, tm_sec=35, tm_wday=1, tm_yday=107, tm_isdst=0)"
200,John Oliver gifts Russell Crowe's jockstrap to support Blockbuster,CBS,News,None,http://www.cbsnews.com/news/john-oliver-gifts-russell-crowes-jockstrap-to-support-alaska-blockbuster-store/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=21, tm_min=26, tm_sec=34, tm_wday=1, tm_yday=107, tm_isdst=0)"
201,"""The world is poorer without her in it"": Bush family reacts to Barbara Bush's death",CBS,News,None,http://www.cbsnews.com/news/barbara-bush-dead-bush-family-reactions-george-hw-bush-george-w-bush-jeb-bush-laura-bush/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=0, tm_min=24, tm_sec=15, tm_wday=2, tm_yday=108, tm_isdst=0)"
202,"Barbara Bush, former first lady and mother of 43rd president, dead at 92",CBS,News,None,http://www.cbsnews.com/news/barbara-bush-former-first-lady-george-hw-bush-dead-at-92-tuesday/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=23, tm_min=49, tm_sec=9, tm_wday=1, tm_yday=107, tm_isdst=0)"
203,"""It was the scariest experience"": Man describes Southwest engine failure",CBS,News,None,http://www.cbsnews.com/news/southwest-airlines-flight-1380-emergency-landing-engine-failure-explosion-passengers-marty-martinez-2018-04-17/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=21, tm_min=46, tm_sec=39, tm_wday=1, tm_yday=107, tm_isdst=0)"
204,Michael Phelps reveals he considered suicide after Olympics,CBS,News,None,http://www.cbsnews.com/news/michael-phelps-reveals-he-suffered-from-depression-thought-about-killing-himself-after-olympics/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=20, tm_min=10, tm_sec=4, tm_wday=1, tm_yday=107, tm_isdst=0)"
205,"Who is Kimba Wood, the judge presiding over the Michael Cohen case?",CBS,News,None,http://www.cbsnews.com/news/who-is-kimba-wood-the-judge-presiding-over-the-michael-cohen-case/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=17, tm_min=14, tm_sec=53, tm_wday=1, tm_yday=107, tm_isdst=0)"
206,"Stacey Abrams, the Candidate for Georgia Governor Who Could Make History",NewYorker,News,Charles Bethea,https://www.newyorker.com/news/news-desk/stacey-abrams-the-candidate-for-georgia-governor-who-could-make-history,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=20, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=107, tm_isdst=0)"
207,"The Rise, Reign, and Fall of W.P.P.s Martin Sorrell",NewYorker,News,Ken Auletta,https://www.newyorker.com/news/news-desk/the-rise-reign-and-fall-of-wpps-martin-sorrell,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=19, tm_min=31, tm_sec=21, tm_wday=1, tm_yday=107, tm_isdst=0)"
208,The Kim Wall Murder Trial: The Case Against Peter Madsen,NewYorker,News,Anne Mette Lundtofte,https://www.newyorker.com/culture/culture-desk/the-kim-wall-murder-trial-the-case-against-peter-madsen,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=19, tm_min=15, tm_sec=0, tm_wday=1, tm_yday=107, tm_isdst=0)"
209,What Barbara Bush Knew About Politicsand Life,NewYorker,News,Amy Davidson Sorkin,https://www.newyorker.com/news/our-columnists/what-barbara-bush-knew-about-politics-and-life,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
210,America Continues to Ignore the Risks of Election Hacking,NewYorker,News,Sue Halpern,https://www.newyorker.com/news/news-desk/america-continues-to-ignore-the-risks-of-election-hacking,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
211,"Trumps Tweets Are Ridiculous, but Perilous to Ignore",NewYorker,News,Adam Gopnik,https://www.newyorker.com/news/daily-comment/trumps-tweets-are-ridiculous-but-perilous-to-ignore,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=18, tm_min=18, tm_sec=17, tm_wday=1, tm_yday=107, tm_isdst=0)"
212,Michael Cohens Day in Court Was a Mixed One for Him,NewYorker,News,John Cassidy,https://www.newyorker.com/news/our-columnists/michael-cohens-day-in-court-was-a-mixed-one-for-him,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=17, tm_min=53, tm_sec=16, tm_wday=1, tm_yday=107, tm_isdst=0)"
213,"Remembering David Buckel, the Pioneering Lawyer Who Championed L.G.B.T. Rights",NewYorker,News,Masha Gessen,https://www.newyorker.com/news/our-columnists/remembering-david-buckel-the-pioneering-lawyer-who-championed-lgbt-rights,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=21, tm_min=8, tm_sec=8, tm_wday=0, tm_yday=106, tm_isdst=0)"
214,The Maraschino Moguls Secret Life,NewYorker,News,Ian Frazier,https://www.newyorker.com/magazine/2018/04/23/the-maraschino-moguls-secret-life,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=106, tm_isdst=0)"
215,A Voyage Along Trumps Wall,NewYorker,News,Nick Paumgarten,https://www.newyorker.com/magazine/2018/04/23/a-voyage-along-trumps-wall,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=106, tm_isdst=0)"
216,"2001: A Space Odyssey: What It Means, and How It Was Made",NewYorker,News,Dan Chiasson,https://www.newyorker.com/magazine/2018/04/23/2001-a-space-odyssey-what-it-means-and-how-it-was-made,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=106, tm_isdst=0)"
217,The Hunt for Mexicos Heirloom Beans,NewYorker,News,Burkhard Bilger,https://www.newyorker.com/magazine/2018/04/23/the-hunt-for-mexicos-heirloom-beans,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=106, tm_isdst=0)"
218,Israel Wages a Growing War in Syria,NewYorker,News,Robin Wright,https://www.newyorker.com/news/news-desk/israel-wages-a-growing-war-in-syria,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=10, tm_hour=1, tm_min=10, tm_sec=22, tm_wday=1, tm_yday=100, tm_isdst=0)"
219,"For Trump and Putin, Syria Is a Battle of Competing Realities",NewYorker,News,Masha Gessen,https://www.newyorker.com/news/our-columnists/for-trump-and-putin-syria-is-a-battle-of-competing-realities,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=10, tm_hour=19, tm_min=53, tm_sec=31, tm_wday=1, tm_yday=100, tm_isdst=0)"
220,"When ICE Tries to Deport Americans, Who Defends Them?",NewYorker,News,Steve Coll,https://www.newyorker.com/news/daily-comment/when-ice-tries-to-deport-americans-who-defends-them,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=21, tm_hour=21, tm_min=36, tm_sec=39, tm_wday=2, tm_yday=80, tm_isdst=0)"
221,Trumps Affairs and the Future of the Nondisclosure Agreement,NewYorker,News,Jeannie Suk Gersen,https://www.newyorker.com/news/news-desk/trumps-affairs-and-the-future-of-the-nondisclosure-agreement,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=30, tm_hour=16, tm_min=53, tm_sec=10, tm_wday=4, tm_yday=89, tm_isdst=0)"
222,"Lula Falls, and Brazilian Democracy Looks Shakier",NewYorker,News,Jon Lee Anderson,https://www.newyorker.com/news/daily-comment/lula-falls-and-brazilian-democracy-looks-shakier,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=10, tm_hour=19, tm_min=54, tm_sec=23, tm_wday=1, tm_yday=100, tm_isdst=0)"
223,What Was Missing from Mark Zuckerbergs First Day of Congressional Testimony,NewYorker,News,Adrian Chen,https://www.newyorker.com/tech/elements/what-was-missing-from-mark-zuckerbergs-first-day-of-congressional-testimony,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=11, tm_hour=11, tm_min=38, tm_sec=0, tm_wday=2, tm_yday=101, tm_isdst=0)"
224,Watching a Fellow-Journalist Die in Gaza,NewYorker,News,Yasmine Al-Sayyad,https://www.newyorker.com/news/as-told-to/watching-a-fellow-journalist-die-in-gaza,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=10, tm_hour=13, tm_min=55, tm_sec=54, tm_wday=1, tm_yday=100, tm_isdst=0)"
225,The Underrated Pleasures of Eastern European Dumplings,NewYorker,News,Olia Hercules,https://www.newyorker.com/culture/annals-of-gastronomy/the-underrated-pleasures-of-eastern-european-dumplings,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=12, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
226,F.B.I. Secrets That James Comey Knows,NewYorker,News,Riane Konc,https://www.newyorker.com/humor/daily-shouts/fbi-secrets-that-james-comey-knows,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
227,What Kendrick Lamars Pulitzer Means for Hip-Hop,NewYorker,News,Doreen St. Flix,https://www.newyorker.com/culture/cultural-comment/what-kendrick-lamars-pulitzer-means-for-hip-hop,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=18, tm_min=42, tm_sec=49, tm_wday=1, tm_yday=107, tm_isdst=0)"
228,A Brilliant 1895 Novel on the Emptiness of Literary Fame,NewYorker,News,James Guida,https://www.newyorker.com/culture/cultural-comment/brilliant-1895-novel-on-the-emptiness-of-literary-fame,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=17, tm_min=47, tm_sec=12, tm_wday=1, tm_yday=107, tm_isdst=0)"
229,Saquon Barkley's legend runs deep in his Pennsylvania hometown,ESPNSports,Sports,None,http://www.espn.com/nfl/story/_/id/23218469/saquon-barkley-hometown-superstar-2018-nfl-draft-projected-first-round-running-back,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=40, tm_sec=36, tm_wday=2, tm_yday=108, tm_isdst=0)"
230,McShay: How Saquon Barkley grades vs. elite running backs,ESPNSports,Sports,None,http://www.espn.com/nfl/draft2018/story/_/id/22859256/todd-mcshay-2018-nfl-draft-grades-comparing-saquon-barkley-vs-elite-running-backs,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=40, tm_sec=38, tm_wday=2, tm_yday=108, tm_isdst=0)"
231,Sources: Brady has yet to say he'll play in '18,ESPNSports,Sports,None,http://www.espn.com/nfl/story/_/id/23228840/tom-brady-new-england-patriots-yet-commit-playing-2018-season,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=21, tm_sec=31, tm_wday=2, tm_yday=108, tm_isdst=0)"
232,Kobe-directed sports drink ads troll Gatorade,ESPNSports,Sports,None,http://www.espn.com/espn/story/_/id/23229304/bodyarmor-ads-written-directed-kobe-bryant-take-aim-gatorade,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=14, tm_min=20, tm_sec=55, tm_wday=2, tm_yday=108, tm_isdst=0)"
233,Bucks' Bledsoe on matchup vs. Rozier: 'Who?',ESPNSports,Sports,None,http://www.espn.com/nba/story/_/id/23224205/milwaukee-bucks-point-guard-eric-bledsoe-dismisses-boston-celtics-terry-rozier,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=5, tm_min=24, tm_sec=48, tm_wday=2, tm_yday=108, tm_isdst=0)"
234,Ohtani exits with blister after 2 rough innings,ESPNSports,Sports,None,http://www.espn.com/mlb/story/_/id/23223776/shohei-ohtani-los-angeles-angels-lasts-only-2-innings-boston-red-sox,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=4, tm_min=48, tm_sec=1, tm_wday=2, tm_yday=108, tm_isdst=0)"
235,Golden Knights make history with series sweep,ESPNSports,Sports,None,http://www.espn.com/nhl/story/_/id/23225706/vegas-golden-knights-sweep-los-angeles-kings-become-first-nhl-expansion-team-sweep-first-playoff-series,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=8, tm_min=32, tm_sec=33, tm_wday=2, tm_yday=108, tm_isdst=0)"
236,Inside Taylor Hall's transformation -- and what's next,ESPNSports,Sports,None,http://www.espn.com/nhl/story/_/id/23223088/2018-stanley-cup-playoffs-taylor-hall-transformation-mvp-candidate-playoff-hero-new-jersey-devils,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=25, tm_sec=12, tm_wday=2, tm_yday=108, tm_isdst=0)"
237,"Holiday party: Pelicans hold off Blazers, go up 2-0",ESPNSports,Sports,None,http://www.espn.com/nba/story/_/id/23224360/jrue-holiday-helps-pelicans-hold-trail-blazers-take-2-0-series-lead,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=6, tm_min=23, tm_sec=37, tm_wday=2, tm_yday=108, tm_isdst=0)"
238,DeRozan shows form that could take Raptors a long way,ESPNSports,Sports,None,http://www.espn.com/nba/story/_/id/23223313/nba-toronto-raptors-demar-derozan-shows-offensive-game,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=6, tm_min=25, tm_sec=4, tm_wday=2, tm_yday=108, tm_isdst=0)"
239,The best undrafted players in every NFL team's history,ESPNSports,Sports,None,http://www.espn.com/nfl/story/_/page/32for32x180417/best-undrafted-nfl-players-every-team-history,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=23, tm_min=57, tm_sec=2, tm_wday=1, tm_yday=107, tm_isdst=0)"
240,"Early exit, blister bring Shohei Ohtani back to earth",ESPNSports,Sports,None,http://www.espn.com/blog/sweetspot/post/_/id/85847/real-or-not-early-exit-blister-bring-shohei-ohtani-back-to-earth,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=7, tm_min=11, tm_sec=15, tm_wday=2, tm_yday=108, tm_isdst=0)"
241,"ICC features Madrid, Barca, Manchester clubs, Liverpool, more",ESPNSports,Sports,None,http://www.espn.com/soccer/international-champions-cup/story/3459323/icc-schedule-features-real-madrid-barcelona-manchester-united-manchester-city-liverpool,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=15, tm_min=31, tm_sec=24, tm_wday=1, tm_yday=107, tm_isdst=0)"
242,Six of the biggest games,ESPNSports,Sports,None,http://www.espn.com/soccer/blog/espn-fc-united/68/post/3459245/international-champions-cup-2018-biggest-games-man-city-vs-liverpool-man-united-vs-liverpool,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=15, tm_min=31, tm_sec=48, tm_wday=1, tm_yday=107, tm_isdst=0)"
243,"MLBRank 50-1: Trout is clear No. 1, but who comes next?",ESPNSports,Sports,None,http://www.espn.com/mlb/story/_/id/23014636/players-ranked-nos-50-1,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=37, tm_sec=52, tm_wday=2, tm_yday=108, tm_isdst=0)"
244,Roundtable: Answering the biggest questions for Nos. 50-1,ESPNSports,Sports,None,http://www.espn.com/mlb/story/_/id/23040756/mlb-rank-roundtable-answering-biggest-questions-nos-50-1,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=38, tm_sec=5, tm_wday=2, tm_yday=108, tm_isdst=0)"
245,We've got the proof: You cannot stop Joel Embiid. You can't even hope to contain him,ESPNSports,Sports,None,http://www.espn.com/nba/story/_/id/23218733/philadelphia-sixers-star-joel-embiid-even-better-nba-player-people-think,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=20, tm_min=17, tm_sec=41, tm_wday=1, tm_yday=107, tm_isdst=0)"
246,"20-year rewind: Boston's dominance, Washington's curse",ESPNSports,Sports,None,http://www.espn.com/blog/washington-redskins/post/_/id/36240/10-titles-to-none-bostons-boom-vs-washington-d-c-s-bust,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=13, tm_min=0, tm_sec=28, tm_wday=1, tm_yday=107, tm_isdst=0)"
247,'Des is the definition of unrelenting',ESPNSports,Sports,None,http://www.espn.com/olympics/story/_/id/23204932/boston-marathon-2018-winner-desiree-linden-definition-unrelenting,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=0, tm_min=11, tm_sec=16, tm_wday=1, tm_yday=107, tm_isdst=0)"
248,Yuki Kawauchi's surprise win in Boston,ESPNSports,Sports,None,http://www.espn.com/olympics/story/_/id/23203804/2018-boston-marathon-yuki-kawauchi-surprise-win-boston,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=21, tm_min=27, tm_sec=26, tm_wday=0, tm_yday=106, tm_isdst=0)"
249,"Jeff Hardy becomes a grand slam champion while Miz, Owens and more change brands",ESPNSports,Sports,None,http://www.espn.com/wwe/story/_/id/23214578/wwe-monday-night-raw-results-jeff-hardy-wins-us-championship-superstars-changing-brands,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=16, tm_min=52, tm_sec=25, tm_wday=1, tm_yday=107, tm_isdst=0)"
250,What to know about Todd McNair vs. the NCAA,ESPNSports,Sports,None,http://www.espn.com/college-football/story/_/id/23201815/todd-mcnair-vs-ncaa-reggie-bush-scandal-faq,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=17, tm_min=34, tm_sec=37, tm_wday=0, tm_yday=106, tm_isdst=0)"
251,Jim McElwain might help Michigan most by focusing on receivers,ESPNSports,Sports,None,http://www.espn.com/blog/bigten/post/_/id/143778/jim-mcelwain-might-help-michigan-most-by-focusing-on-receivers,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=17, tm_min=0, tm_sec=1, tm_wday=1, tm_yday=107, tm_isdst=0)"
252,"Duke, Kentucky and the limits of one-and-done rosters",ESPNSports,Sports,None,http://www.espn.com/mens-college-basketball/story/_/id/23175288/duke-kentucky-limits-one-done-rosters,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=15, tm_hour=0, tm_min=41, tm_sec=56, tm_wday=6, tm_yday=105, tm_isdst=0)"
253,"Power, control and legacy: Bob Knight's last days at IU",ESPNSports,Sports,None,http://www.espn.com/mens-college-basketball/story/_/id/23017830/bob-knight-indiana-hoosiers-firing-lesson-college-coaches,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=12, tm_hour=12, tm_min=22, tm_sec=37, tm_wday=3, tm_yday=102, tm_isdst=0)"
254,What's next for the UFC's lightweight division?,ESPNSports,Sports,None,http://www.espn.com/mma/story/_/id/23215338/next-ufc-lightweight-division-conor-mcgregor-khabib-nurmagomedov-dustin-poirier,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=16, tm_min=1, tm_sec=45, tm_wday=1, tm_yday=107, tm_isdst=0)"
255,Checking the radar: How NASCAR should handle bad weather,ESPNSports,Sports,None,http://www.espn.com/racing/nascar/story/_/id/23213681/nascar-roundtable-postponement-2018-bristol-cup-race-how-nascar-handle-inclement-weather,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=13, tm_min=32, tm_sec=28, tm_wday=1, tm_yday=107, tm_isdst=0)"
256,"Roach on the road again, faces Cruz in Puerto Rico",ESPNSports,Sports,None,http://www.espn.com/boxing/story/_/id/23215201/lamont-roach-jr-road-again-faces-orlando-cruz-puerto-rico,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=15, tm_min=46, tm_sec=32, tm_wday=1, tm_yday=107, tm_isdst=0)"
257,"After opening Monte Carlo win, Novak Djokovic says he's finally pain-free",ESPNSports,Sports,None,http://www.espn.com/tennis/story/_/id/23202453/novak-djokovic-looks-better-let-wait-see-rolex-monte-carlo-masters,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=18, tm_min=29, tm_sec=51, tm_wday=0, tm_yday=106, tm_isdst=0)"
